KBLI
6111
9211
6310
9333
8160
6112
9329
6114
1311
9214
6130
6330
9622
9111
9212
9629
8341
6222
6121
5169
5243
6113
9621
7516
6210
9215
6129
4311
9213
6320
6122
5414
7115
5249
9321
8172
9624
9216
5211
6223
6340
6221
9112
9311
8322
5245
8332
4321
4110
7212
9613
3123
8112
9412
9411
7231
8111
8342
7421
7549
5120
7113
9313
8321
8219
7511
7514
1420
1439
7512
5230
5221
5244
9129
5212
1412
5131
5223
7319
7318
7533
8152
7531
8153
7317
7522
7111
7314
7322
7112
3113
7413
9612
9611
7123
1221
9312
1323
7131
4132
4419
5153
9332
2411
5242
5222
9510
4214
9520
5246
4312
5329
4323
5151
4224
5142
9121
3312
4211
4227
4131
3359
3412
1113
2222
3413
3253
2359
4415
1345
2221
3222
3221
0212
0215
2341
2310
2330
2342
2320
5311
8157
3255
5141
